Sentiment,Previous,Direction
0.154646465,-1,1
0.177941632,1,-1
0.025,-1,1
0.077777778,1,-1
0.073333333,-1,-1
0.004346728,-1,-1
0.098295455,-1,1
0.033333333,1,1
-0.00462963,1,-1
0.117857143,-1,-1
0.123843537,-1,1
0.112365835,1,1
0,1,1
0.153030303,1,1
0.05,1,-1
0.051958333,-1,-1
0.214285714,-1,1
-0.243939394,1,-1
0.119485294,-1,-1
0.25,-1,-1
0.204861111,-1,1
0.128246753,1,1
0.108819444,1,1
0.106558642,1,-1
0.158823529,-1,-1
0.161904762,-1,-1
0,-1,-1
0.2,-1,1
0.13125,1,-1
0.063809524,-1,-1
-0.115,-1,1
-0.102678571,1,1
0.029862987,1,1
0,1,1
0.14656746,1,-1
0.0875,-1,-1
0,-1,1
0.239090909,1,-1
0.075315126,-1,1
0.141666667,1,1
0.114141414,1,1
0.09212963,1,-1
0.044444444,-1,1
0.075555556,1,1
0.197685185,1,1
0.2,1,-1
-0.017045455,-1,-1
0,-1,-1
0.109725229,-1,-1
0.045565476,-1,-1
-0.004166667,-1,1
0.155,1,-1
0.129824017,-1,1
0.214285714,1,1
0.091764069,1,1
0.270630252,1,1
0.109090909,1,1
0.115079365,1,-1
0.064285714,-1,-1
0.187182853,-1,-1
0.1625,-1,-1
0.194444444,-1,-1
0.125554654,-1,1
0.107653061,1,-1
0.197435897,-1,1
0.09375,1,-1
0.073697917,-1,1
0.033514739,1,1
0.065046296,1,1
0.170577458,1,-1
0.05,-1,1
0.155494611,1,1
0.044806397,1,-1
0.242142857,-1,-1
0,-1,-1
0,-1,-1
0.212531328,-1,1
0.010615079,1,-1
0.15,-1,-1
0.032323232,-1,-1
0.191666667,-1,1
0.258333333,1,1
0.010714286,1,1
0.159375,1,1
0.024914966,1,1
0.234126984,1,1
0.357142857,1,1
0.192034162,1,1
0.286363636,1,1
0.120164609,1,1
0.06973064,1,1
0.170833333,1,1
-0.034722222,1,1
0,1,-1
0,-1,-1
0,-1,-1
0.154882155,-1,-1
0.2,-1,1
0.239393939,1,-1
0.071152597,-1,1
0.04375,1,1
0.185,1,-1
0.206481482,-1,-1
0.082000891,-1,-1
0.5,-1,-1
0.164772487,-1,-1
-0.125,-1,-1
0.4,-1,-1
0,-1,1
0,1,1
0.340625,1,1
0.256380952,1,-1
0.071875,-1,1
0.027525253,1,1
0.02437963,1,1
-0.294444444,1,1
0.1125,1,1
0,1,1
0,1,1
0.27969697,1,-1
0.092857143,-1,1
0.328571429,1,1
-0.016666667,1,-1
0,-1,-1
-0.0925,-1,-1
0.296031746,-1,1
-0.183333333,1,-1
0.13125,-1,1
0.178809524,1,-1
0.104846939,-1,1
0.147131332,1,1
-0.15,1,1
0.533333333,1,-1
0.214484127,-1,1
0,1,-1
0,-1,-1
0,-1,1
-0.065173611,1,1
0.2,1,1
-0.017857143,1,1
0,1,-1
0,-1,-1
0,-1,1
0.248717949,1,1
0.016666667,1,1
0.5,1,1
0.051666667,1,1
0,1,1
0.041535088,1,1
0.333333333,1,-1
0.191666667,-1,1
0,1,1
0,1,1
0.266666667,1,-1
0.013214286,-1,1
0.0390625,1,1
0.170833333,1,1
0.201234568,1,1
-0.022292769,1,1
0.16,1,1
0.089732143,1,1
0,1,1
0.191583694,1,1
-0.433333333,1,-1
0.015701754,-1,-1
0.100936824,-1,-1
0.141704583,-1,-1
0.025,-1,1
0.15,1,1
0,1,1
0,1,1
0.25,1,1
0.4,1,1
0,1,1
0.100744048,1,1
0.15,1,1
0.1,1,-1
0.130972222,-1,-1
-0.065277778,-1,1
0.1775,1,1
0.172,1,1
0.176230674,1,1
0.232539683,1,-1
-0.038095238,-1,-1
0.115037594,-1,-1
0,-1,1
0.12,1,1
0.2875,1,1
0.107738095,1,1
0.038636364,1,1
0.085714286,1,1
0.05,1,-1
0.147835498,-1,-1
0.2,-1,-1
-0.025,-1,-1
0.01,-1,1
0.02,1,1
0.004,1,1
0.059313726,1,1
0.19974026,1,1
0.105396825,1,1
0.086091235,1,1
0.275892857,1,1
0.059722222,1,-1
0.109606061,-1,1
0.226388889,1,-1
0.110606061,-1,1
0.295611111,1,1
0.161987219,1,1
0,1,1
0.086041667,1,-1
-0.1,-1,1
0.045208333,1,-1
0.023148148,-1,1
0.03125,1,1
0.111071429,1,1
0.076666667,1,1
0.120833333,1,1
0.058676215,1,-1
-0.024166667,-1,1
0.239444444,1,-1
0,-1,-1
0,-1,-1
0.15,-1,-1
0.174244142,-1,-1
0,-1,-1
0.029166667,-1,-1
0,-1,1
0,1,1
-0.023333333,1,1
0.147833333,1,1
0.188863636,1,1
0.068181818,1,-1
-0.375,-1,-1
0.045833333,-1,-1
0.185160714,-1,-1
0.036666667,-1,-1
0.147149123,-1,1
0.096875,1,-1
-0.183333333,-1,-1
0,-1,-1
0.1275,-1,-1
0.045454546,-1,-1
-0.005916667,-1,-1
0.124920635,-1,-1
0.098615385,-1,-1
0.080782313,-1,1
0.097718254,1,-1
0.157470287,-1,1
0.184455782,1,1
0.175824653,1,1
0.137999244,1,1
0.127575758,1,1
0.0625,1,-1
0.279545455,-1,-1
0.333333333,-1,-1
0,-1,-1
0,-1,-1
0.138375,-1,1
0.131125,1,-1
0.0925,-1,-1
0.142875744,-1,1
0.069444444,1,1
0.092425645,1,1
0.2421875,1,1
0.178271605,1,1
0.192099567,1,1
0.105952381,1,1
0.05625,1,1
0.164333333,1,1
0.132993197,1,1
0.057142857,1,1
0,1,1
0.179722222,1,1
0.118974231,1,1
0.086574074,1,1
0.123924851,1,-1
0.248639456,-1,-1
0.14,-1,-1
-0.05,-1,-1
0.196606885,-1,1
0.127098765,1,-1
0.192142857,-1,1
0.116889784,1,1
0.141493056,1,1
0.171439394,1,1
0.108333333,1,-1
0.1625,-1,1
0,1,-1
